time,static_pressure,total_pressure
442.79,86498.5,86504.55504637386
442.969,86505.1,86511.15550838542
443.148,86511.8,86517.85597739715
443.327,86518.4,86524.45643940869
443.506,86525.09999999999,86532.4288976651
443.685,86531.7,86537.75737043197
443.867,86538.4,86544.45783944368
444.046,86545.1,86551.15830845543
444.225,86551.70000000001,86557.75877046699
444.404,86558.4,86565.73171826042
444.583,86565.0,86571.05970149025
444.763,86571.7,86577.76017050196
444.942,86578.4,86584.4606395137
445.12,86585.0,86591.06110152525
445.299,86591.7,86599.03453885575
445.478,86598.29999999999,86604.36203254851
445.66,86605.0,86611.06250156024
445.84,86611.7,86619.03623290699
446.019,86618.3,86625.6367919439
446.198,86624.90000000001,86630.96389459507
446.378,86631.6,86637.6643636068
446.557,86638.3,86645.63848599515
446.736,86644.8,86650.8652876299
446.92,86651.59999999999,86657.66576364178
447.1,86658.2,86665.54017157613
447.279,86664.9,86670.96669466507
447.459,86671.5,86677.56715667663
447.638,86678.2,86684.26762568834
447.817,86684.79999999999,86690.86808769988
447.996,86691.5,86697.56855671162
448.175,86698.1,86704.16901872317
448.354,86704.8,86712.14411871554
448.533,86711.40000000001,86718.74467775246
448.716,86718.0,86724.070411758
448.898,86724.7,86730.77088076972
449.077,86731.4,86738.74637180369
449.256,86738.0,86745.3469308406
449.436,86744.6,86751.94748987752
449.617,86751.3,86757.37274281628
449.798,86758.0,86764.073211828
449.976,86764.59999999999,86770.67367383954
450.155,86771.3,86778.64975143592
450.334,86777.8,86783.87459786265
450.516,86784.6,86790.67507387455
450.695,86791.2,86797.27553588609
450.874,86797.79999999999,86805.15199605381
451.053,86804.5,86811.85256356098
451.232,86811.1,86818.4531225979
451.413,86817.7,86823.77739093248
451.593,86824.40000000001,86831.75424914199
451.772,86831.0,86837.07832195575
451.956,86837.7,86843.77879096747
452.136,86844.3,86851.65593472296
452.315,86850.9,86856.97971499056
452.496,86857.6,86863.68018400231
452.675,86864.20000000001,86870.28064601387
452.854,86870.9,86876.98111502557
453.033,86877.5,86883.58157703713
453.213,86884.2,86890.28204604884
453.391,86890.8,86898.15987339211
453.57,86897.40000000001,86904.76043242903
453.751,86904.0,86910.0834320835
453.934,86910.7,86916.78390109522
454.112,86917.4,86923.48437010695
454.291,86924.0,86931.36268551718
454.469,86930.6,86936.68529413006
454.65,86937.3,86946.0635953226
454.816,86943.2,86949.28617615209
455.006,86950.0,86956.086652164
455.188,86956.7,86962.78712117572
455.366,86963.4,86969.48759018745
455.545,86970.0,86977.36658183503
455.724,86976.59999999999,86982.68851421055
455.903,86983.2,86990.56769990885
456.082,86989.9,86995.98944523382
456.262,86996.5,87002.58990724538
456.441,87003.09999999999,87009.19036925692
456.62,87009.79999999999,87015.89083826863
456.798,87016.4,87023.77051203391
456.976,87023.0,87030.37107107083
457.156,87029.6,87035.6922243033
457.336,87036.3,87042.39269331504
457.515,87042.9,87048.99315532658
457.693,87049.5,87055.59361733813
457.872,87056.2,87063.57388319589
458.05,87062.7,87068.79454136122
458.234,87069.4,87075.49501037295
458.412,87076.09999999999,87083.47556877688
458.591,87082.7,87088.79594139622
458.77,87089.3,87096.67668685071
458.949,87095.9,87101.99686541932
459.132,87102.5,87108.59732743088
459.313,87109.2,87115.2977964426
459.493,87115.8,87121.89825845415
459.671,87122.40000000001,87128.49872046571
459.85,87129.0,87136.38004954242
460.028,87135.6,87141.6996444888
460.21,87142.3,87149.68117608651
460.388,87148.90000000001,87156.28173512341
460.568,87155.5,87162.88229416031
460.747,87162.09999999999,87168.20149953516
460.929,87168.8,87176.1834207044
461.108,87175.40000000001,87182.78397974132
461.288,87181.9,87188.00288556982
