time,static_pressure,total_pressure,position_z
386.464,84409.79999999999,84416.94972633527,1514.443
386.645,84416.3,84423.45027690193,1513.805
386.826,84422.7,84429.85081899833,1513.165
387.007,84429.2,84436.35136956497,1512.526
387.187,84435.6,84442.75191166138,1511.891
387.37,84442.1,84448.01109477514,1511.253
387.553,84448.6,84455.7530127947,1510.611
387.733,84455.1,84462.25356336134,1509.973
387.915,84461.5,84468.65410545774,1509.335
388.096,84468.0,84475.15465602439,1508.695
388.277,84474.5,84481.65520659105,1508.057
388.457,84480.9,84488.05574868745,1507.418
388.638,84487.40000000001,84494.55629925411,1506.78
388.819,84493.8,84500.9568413505,1506.141
389.0,84500.3,84507.45739191715,1505.503
389.181,84506.8,84513.95794248382,1504.865
389.361,84513.2,84520.3584845802,1504.226
389.542,84519.7,84526.85903514686,1503.589
389.723,84526.09999999999,84532.01697492212,1502.954
389.906,84532.6,84539.76012780992,1502.312
390.086,84539.09999999999,84546.26067837655,1501.674
390.267,84545.5,84552.66122047296,1501.036
390.448,84552.0,84559.16177103962,1500.399
390.629,84558.6,84565.76233007654,1499.76
390.81,84565.3,84572.4628975837,1499.123
390.991,84572.1,84579.26347356112,1498.485
391.172,84578.9,84584.82067101453,1497.849
391.354,84585.7,84592.86462551595,1497.208
391.535,84592.4,84599.56519302313,1496.575
391.718,84599.2,84606.36576900055,1495.936
391.9,84606.0,84611.92256806196,1495.298
392.082,84612.8,84619.9669209554,1494.658
392.263,84619.6,84626.76749693282,1494.022
392.445,84626.3,84632.22398909749,1493.388
392.629,84633.2,84640.36864888767,1492.747
392.81,84640.0,84647.1692248651,1492.108
392.991,84646.7,84653.86979237225,1491.47
393.171,84653.5,84660.67036834969,1490.833
393.352,84660.29999999999,84667.4709443271,1490.195
393.532,84667.1,84674.27152030454,1489.558
393.713,84673.90000000001,84681.07209628196,1488.921
393.893,84680.6,84687.77266378912,1488.284
394.074,84687.40000000001,84694.57323976656,1487.646
394.255,84694.2,84701.37381574397,1487.009
394.435,84701.0,84708.17439172139,1486.372
394.615,84707.7,84713.62968723994,1485.738
394.797,84714.5,84721.67553520597,1485.098
394.978,84721.3,84728.47611118341,1484.463
395.159,84728.09999999999,84735.27668716082,1483.825
395.34,84734.79999999999,84741.97725466797,1483.187
395.52,84741.6,84748.77783064541,1482.55
395.701,84748.40000000001,84755.57840662284,1481.914
395.881,84755.2,84762.37898260026,1481.278
396.062,84761.90000000001,84769.07955010743,1480.641
396.243,84768.7,84775.88012608484,1480.004
396.424,84775.5,84782.68070206227,1479.369
396.605,84782.2,84789.38126956944,1478.733
396.787,84789.0,84796.18184554686,1478.097
396.97,84795.8,84801.73585439412,1477.46
397.152,84802.59999999999,84809.7829975017,1476.821
397.332,84809.3,84816.48356500888,1476.185
397.513,84816.09999999999,84823.28414098629,1475.549
397.694,84822.79999999999,84829.98470849344,1474.915
397.876,84829.6,84835.53822045327,1474.28
398.059,84836.40000000001,84843.58586044832,1473.64
398.24,84843.2,84850.38643642573,1473.003
398.42,84849.90000000001,84855.8396414888,1472.368
398.601,84856.7,84863.88757991033,1471.73
398.781,84863.5,84870.68815588775,1471.095
398.962,84870.2,84877.3887233949,1470.459
399.143,84876.9,84882.84153153603,1469.832
399.329,84883.8,84890.98987534975,1469.186
399.509,84890.5,84897.69044285693,1468.55
399.689,84897.29999999999,84904.49101883433,1467.915
399.87,84904.1,84911.29159481177,1467.278
400.05,84910.79999999999,84916.74390459535,1466.644
400.231,84917.6,84924.79273829637,1466.007
400.411,84924.3,84930.24484961899,1465.379
400.596,84931.1,84938.29388178096,1464.736
400.777,84937.8,84944.99444928812,1464.106
400.961,84944.6,84951.79502526554,1463.468
401.144,84951.4,84957.34674666642,1462.831
401.325,84958.2,84965.39617722038,1462.194
401.506,84964.9,84970.84769169004,1461.56
401.687,84971.7,84978.89732070497,1460.922
401.868,84978.4,84984.34863671366,1460.289
402.049,84985.2,84992.39846418957,1459.651
402.23,84991.9,84997.84958173729,1459.018
402.411,84998.7,85005.89960767415,1458.381
402.591,85005.5,85012.70018365158,1457.745
402.771,85012.2,85019.40075115874,1457.11
402.952,85019.0,85026.20132713616,1456.476
403.132,85025.7,85032.90189464334,1455.84
403.313,85032.5,85039.70247062076,1455.206
403.494,85039.20000000001,85045.15289282009,1454.573
403.675,85046.0,85053.20361410535,1453.935
403.856,85052.70000000001,85059.90418161252,1453.304
404.038,85059.5,85065.45431385559,1452.667
404.22,85066.3,85073.50533356736,1452.03
404.4,85073.0,85080.20590107453,1451.396
404.58,85079.8,85087.00647705195,1450.761
404.761,85086.5,85093.70704455912,1450.126
404.941,85093.3,85100.50762053655,1449.492
405.122,85100.0,85107.2081880437,1448.859
405.303,85106.8,85114.00876402113,1448.223
405.484,85113.5,85119.45809395009,1447.593
405.667,85120.3,85127.50990750572,1446.953
405.847,85127.0,85134.2104750129,1446.318
406.027,85133.8,85141.01105099032,1445.684
406.208,85140.5,85146.45998399734,1445.052
406.389,85147.29999999999,85154.51219447488,1444.415
406.569,85154.0,85161.21276198207,1443.782
406.75,85160.7,85166.6613980327,1443.153
406.934,85167.5,85174.71390546666,1442.512
407.114,85174.2,85181.41447297382,1441.88
407.296,85180.9,85186.86281206804,1441.253
407.481,85187.7,85194.91561645841,1440.613
407.663,85194.4,85200.36375709166,1439.982
407.847,85201.2,85208.416759943,1439.341
408.027,85208.0,85215.21733592043,1438.708
408.207,85214.70000000001,85221.9179034276,1438.073
408.387,85221.40000000001,85228.61847093477,1437.444
408.57,85228.2,85235.41904691218,1436.809
408.752,85234.90000000001,85240.86659216255,1436.174
408.933,85241.7,85248.92019039676,1435.538
409.113,85248.40000000001,85255.62075790395,1434.907
409.295,85255.1,85261.06800619791,1434.274
409.477,85261.90000000001,85267.8684822098,1433.638
409.657,85268.7,85275.92247736595,1433.003
409.837,85275.40000000001,85282.62304487312,1432.37
410.017,85282.1,85288.06989624516,1431.741
410.201,85288.9,85296.1241883577,1431.103
410.381,85295.6,85302.82475586487,1430.469
410.561,85302.20000000001,85308.17130328034,1429.845
410.747,85309.1,85315.0717862924,1429.203
410.927,85315.8,85323.02646685664,1428.568
411.107,85322.6,85329.82704283406,1427.935
411.288,85329.3,85336.52761034122,1427.302
411.468,85336.0,85343.22817784839,1426.669
411.648,85342.8,85350.02875382581,1426.036
411.828,85349.40000000001,85355.37460736293,1425.408
412.011,85356.2,85363.42988884014,1424.769
412.191,85363.0,85370.23046481756,1424.136
412.371,85369.7,85376.93103232473,1423.503
412.551,85376.4,85382.37649741017,1422.872
412.732,85383.2,85390.43217580931,1422.237
412.912,85389.9,85395.87744243379,1421.605
413.092,85396.6,85403.83331082367,1420.971
413.592,85415.4,85422.63490323182,1419.212
413.772,85422.0,85429.23546226874,1418.583
413.954,85428.7,85434.6801585017,1417.956
414.139,85435.5,85442.73660575332,1417.314
414.319,85442.3,85449.53718173075,1416.681
414.499,85449.0,85456.23774923792,1416.049
414.679,85455.7,85462.93831674509,1415.422
