time,static_pressure,total_pressure,position_z
153.468,76113.0,76119.44696611716,2351.383
153.657,76119.7,76126.14753362433,2350.69
153.846,76126.4,76132.84810113149,2349.993
154.034,76133.1,76139.54866863867,2349.299
154.223,76139.70000000001,76146.14922767559,2348.61
154.414,76146.5,76152.949803653,2347.91
154.602,76153.09999999999,76159.5503626899,2347.217
154.792,76159.79999999999,76166.25093019706,2346.523
154.981,76166.5,76172.95149770424,2345.828
155.17,76173.2,76179.65206521141,2345.133
155.358,76179.9,76186.35263271857,2344.439
155.546,76186.5,76194.17987566954,2343.745
155.735,76193.2,76199.65375926266,2343.058
155.927,76199.8,76206.25431829957,2342.365
156.12,76206.6,76213.054894277,2341.663
156.309,76213.3,76219.75546178415,2340.97
156.498,76219.9,76226.35602082105,2340.277
156.688,76226.59999999999,76233.05658832823,2339.583
156.878,76233.2,76239.65714736514,2338.892
157.069,76239.9,76246.3577148723,2338.196
157.259,76246.6,76253.05828237948,2337.5
157.448,76253.3,76259.75884988664,2336.806
157.636,76260.0,76266.45941739381,2336.117
157.827,76266.7,76274.38796012057,2335.419
158.015,76273.29999999999,76279.76054393787,2334.732
158.207,76280.0,76286.46111144505,2334.035
158.397,76286.7,76293.16167895222,2333.339
158.586,76293.4,76299.86224645938,2332.645
158.774,76300.09999999999,76306.56281396655,2331.952
158.962,76306.7,76313.16337300347,2331.259
159.151,76313.4,76319.86394051062,2330.565
159.339,76320.1,76326.56450801781,2329.872
159.527,76326.70000000001,76333.16506705472,2329.182
159.717,76333.4,76339.86563456187,2328.488
159.906,76340.09999999999,76346.56620206904,2327.794
160.094,76346.7,76353.16676110595,2327.101
160.283,76353.4,76359.86732861311,2326.408
160.471,76360.1,76366.5678961203,2325.717
160.661,76366.7,76373.1684551572,2325.023
160.849,76373.40000000001,76379.86902266437,2324.331
161.039,76380.1,76386.56959017154,2323.636
161.227,76386.7,76393.17014920844,2322.945
161.416,76393.4,76399.8707167156,2322.255
161.606,76400.09999999999,76406.57128422277,2321.559
161.795,76406.7,76413.17184325968,2320.868
161.984,76413.4,76419.87241076684,2320.174
162.172,76420.1,76426.57297827402,2319.482
162.361,76426.70000000001,76433.17353731094,2318.79
162.549,76433.4,76441.1047640855,2318.097
162.737,76440.0,76446.474663855,2317.411
162.929,76446.7,76453.17523136217,2316.713
163.118,76453.4,76459.87579886934,2316.02
163.306,76460.0,76466.47635790626,2315.331
163.495,76466.7,76473.17692541341,2314.636
163.684,76473.40000000001,76479.8774929206,2313.945
163.872,76480.0,76486.4780519575,2313.252
164.06,76486.7,76493.17861946466,2312.56
164.249,76493.4,76499.87918697183,2311.868
164.437,76500.0,76506.47974600874,2311.176
164.625,76506.6,76513.08030504566,2310.488
164.815,76513.3,76519.78087255282,2309.793
165.003,76520.0,76526.48144005999,2309.101
165.191,76526.70000000001,76533.18200756716,2308.409
165.379,76533.3,76539.78256660406,2307.718
165.567,76540.0,76546.48313411123,2307.028
165.756,76546.6,76553.08369314815,2306.335
165.944,76553.3,76559.7842606553,2305.645
166.133,76559.90000000001,76566.38481969222,2304.954
166.322,76566.6,76573.08538719939,2304.261
166.51,76573.2,76579.68594623629,2303.569
166.698,76579.9,76586.38651374345,2302.879
166.886,76586.5,76592.98707278036,2302.188
167.075,76593.2,76599.68764028754,2301.497
167.263,76599.90000000001,76606.3882077947,2300.805
167.451,76606.5,76612.98876683161,2300.114
167.64,76613.2,76619.68933433878,2299.423
167.827,76619.8,76626.2898933757,2298.735
168.017,76626.5,76632.99046088285,2298.041
168.205,76633.1,76639.59101991977,2297.35
168.393,76639.8,76646.29158742694,2296.66
168.581,76646.40000000001,76652.89214646386,2295.969
168.769,76653.0,76659.49270550076,2295.28
168.958,76659.7,76667.42757594671,2294.589
169.147,76666.3,76672.79383204483,2293.905
169.339,76673.0,76679.494399552,2293.21
169.53,76679.6,76686.09495858892,2292.516
169.718,76686.2,76692.69551762582,2291.83
169.908,76692.9,76699.39608513298,2291.137
170.098,76699.59999999999,76706.09665264015,2290.444
170.286,76706.2,76712.69721167706,2289.754
170.474,76712.90000000001,76719.39777918423,2289.065
170.662,76719.5,76725.99833822114,2288.374
170.85,76726.2,76732.6989057283,2287.683
171.038,76732.8,76739.29946476522,2286.993
171.226,76739.4,76745.90002380213,2286.304
171.414,76746.1,76752.6005913093,2285.614
171.602,76752.70000000001,76759.20115034621,2284.923
171.79,76759.40000000001,76765.90171785338,2284.234
171.978,76766.0,76773.73829137246,2283.545
172.166,76772.6,76779.1028359272,2282.862
172.359,76779.3,76785.80340343436,2282.164
172.546,76785.90000000001,76792.40396247128,2281.474
172.734,76792.6,76799.10452997845,2280.784
172.922,76799.2,76805.70508901535,2280.095
173.11,76805.8,76812.30564805226,2279.405
173.298,76812.5,76819.00621555942,2278.717
173.486,76819.1,76825.60677459634,2278.029
173.676,76825.7,76832.20733363324,2277.337
173.864,76832.4,76838.90790114041,2276.647
174.051,76839.0,76845.50846017733,2275.96
174.24,76845.6,76852.10901921424,2275.274
174.431,76852.3,76858.8095867214,2274.581
174.619,76858.90000000001,76865.41014575832,2273.894
174.809,76865.59999999999,76872.11071326547,2273.201
174.996,76872.2,76878.71127230239,2272.512
175.184,76878.8,76885.3118313393,2271.823
175.372,76885.40000000001,76891.91239037622,2271.138
175.562,76892.1,76898.61295788338,2270.446
175.75,76898.7,76905.21351692028,2269.757
175.939,76905.3,76911.8140759572,2269.073
176.129,76911.90000000001,76918.41463499411,2268.382
176.319,76918.6,76925.11520250129,2267.69
176.506,76925.2,76931.71576153819,2267.001
176.694,76931.9,76938.41632904534,2266.313
176.882,76938.5,76945.01688808226,2265.624
177.07,76945.1,76952.8563453024,2264.94
177.26,76951.59999999999,76958.11799768583,2264.258
177.454,76958.3,76964.818565193,2263.562
177.644,76965.0,76971.51913270017,2262.869
177.832,76971.6,76978.11969173708,2262.185
178.021,76978.2,76984.72025077399,2261.493
178.209,76984.90000000001,76991.42081828116,2260.806
178.397,76991.5,76998.02137731806,2260.118
178.586,76998.1,77004.62193635498,2259.43
178.774,77004.7,77011.22249539188,2258.741
178.962,77011.40000000001,77017.92306289906,2258.052
179.15,77018.0,77024.52362193596,2257.364
179.338,77024.59999999999,77031.12418097287,2256.676
179.525,77031.2,77038.96502449483,2255.988
179.713,77037.8,77044.3252990467,2255.307
179.904,77044.4,77050.9258580836,2254.618
180.095,77051.09999999999,77057.62642559076,2253.925
180.283,77057.7,77065.467695791,2253.239
180.472,77064.3,77070.82754366459,2252.557
180.664,77071.0,77077.52811117176,2251.861
180.851,77077.59999999999,77084.12867020867,2251.173
181.038,77084.2,77090.72922924558,2250.488
181.227,77090.8,77097.32978828248,2249.8
181.416,77097.40000000001,77103.9303473194,2249.113
181.604,77104.0,77110.5309063563,2248.425
181.792,77110.6,77117.13146539322,2247.738
181.981,77117.3,77123.83203290039,2247.049
182.168,77123.90000000001,77130.43259193731,2246.361
182.356,77130.5,77137.03315097421,2245.675
182.544,77137.09999999999,77143.63371001111,2244.987
182.731,77143.7,77150.23426904803,2244.302
182.92,77150.3,77156.83482808495,2243.613
183.107,77157.0,77163.5353955921,2242.927
183.295,77163.59999999999,77170.135954629,2242.239
183.483,77170.2,77176.73651366592,2241.554
183.671,77176.8,77183.33707270284,2240.865
183.859,77183.4,77189.93763173974,2240.178
184.046,77190.0,77196.53819077666,2239.498
184.237,77196.6,77203.13874981357,2238.807
184.426,77203.2,77209.73930885048,2238.119
184.614,77209.79999999999,77216.33986788738,2237.434
184.803,77216.4,77222.9404269243,2236.752
184.994,77223.0,77229.54098596121,2236.061
185.183,77229.6,77236.14154499813,2235.375
185.372,77236.3,77242.8421125053,2234.685
185.559,77242.9,77249.4426715422,2234.001
185.748,77249.5,77256.0432305791,2233.314
185.936,77256.1,77262.64378961602,2232.626
186.123,77262.7,77269.24434865292,2231.944
186.313,77269.3,77275.84490768984,2231.254
186.501,77275.9,77282.44546672674,2230.57
186.69,77282.5,77289.04602576366,2229.884
186.878,77289.09999999999,77295.64658480056,2229.197
187.067,77295.7,77302.24714383748,2228.509
187.254,77302.3,77308.8477028744,2227.824
187.442,77308.90000000001,77315.44826191131,2227.138
187.629,77315.5,77322.04882094821,2226.455
187.819,77322.1,77328.64937998513,2225.765
188.006,77328.7,77335.24993902203,2225.08
188.193,77335.29999999999,77341.85049805894,2224.396
188.382,77341.9,77348.45105709585,2223.71
188.57,77348.5,77355.05161613277,2223.024
188.758,77355.1,77361.65217516969,2222.337
188.945,77361.7,77368.25273420659,2221.652
189.133,77368.3,77374.8532932435,2220.972
189.323,77374.90000000001,77381.45385228042,2220.28
189.511,77381.5,77388.05441131732,2219.595
189.698,77388.09999999999,77394.65497035423,2218.914
189.887,77394.7,77401.25552939114,2218.225
190.075,77401.3,77407.85608842806,2217.539
190.262,77407.9,77414.45664746496,2216.854
190.449,77414.5,77421.05720650188,2216.171
190.638,77421.1,77427.6577655388,2215.486
190.827,77427.70000000001,77434.25832457571,2214.798
191.014,77434.3,77440.85888361261,2214.116
191.203,77440.9,77447.45944264952,2213.429
191.39,77447.5,77454.06000168643,2212.743
191.577,77454.1,77460.66056072335,2212.06
191.765,77460.6,77467.16111129,2211.376
191.954,77467.3,77473.86167879716,2210.689
192.142,77473.8,77480.36222936382,2210.004
192.329,77480.4,77486.96278840072,2209.321
192.517,77487.0,77493.56334743764,2208.635
192.704,77493.6,77500.16390647455,2207.95
192.891,77500.2,77506.76446551146,2207.265
193.078,77506.8,77513.36502454837,2206.583
193.266,77513.4,77519.96558358528,2205.897
193.454,77520.0,77526.56614262219,2205.212
193.641,77526.59999999999,77533.1667016591,2204.527
193.828,77533.1,77539.66725222576,2203.843
194.015,77539.70000000001,77546.26781126267,2203.16
194.202,77546.3,77552.86837029958,2202.476
194.39,77552.9,77559.46892933648,2201.793
194.579,77559.5,77566.0694883734,2201.107
194.766,77566.09999999999,77572.6700474103,2200.424
194.954,77572.7,77579.27060644721,2199.739
195.141,77579.2,77585.77115701386,2199.054
195.328,77585.79999999999,77592.37171605077,2198.371
195.516,77592.4,77598.97227508768,2197.687
195.703,77599.0,77605.5728341246,2197.002
195.89,77605.6,77612.17339316152,2196.319
196.077,77612.2,77618.77395219842,2195.635
196.264,77618.7,77625.27450276507,2194.951
196.451,77625.3,77631.87506180198,2194.268
196.638,77631.9,77638.47562083889,2193.585
196.825,77638.5,77645.0761798758,2192.9
197.012,77645.0,77651.57673044247,2192.22
197.201,77651.59999999999,77658.17728947937,2191.533
197.388,77658.2,77664.77784851629,2190.85
197.575,77664.8,77671.3784075532,2190.167
197.762,77671.40000000001,77677.97896659012,2189.484
197.95,77677.9,77684.47951715675,2188.8
198.137,77684.5,77691.08007619367,2188.117
198.324,77691.09999999999,77697.68063523057,2187.433
198.511,77697.7,77704.28119426749,2186.75
198.698,77704.2,77710.78174483414,2186.073
198.888,77710.79999999999,77717.38230387104,2185.385
199.075,77717.4,77723.98286290796,2184.701
199.262,77723.90000000001,77730.48341347463,2184.022
199.451,77730.5,77737.08397251154,2183.338
199.64,77737.09999999999,77743.68453154844,2182.652
199.827,77743.7,77750.28509058536,2181.969
200.014,77750.3,77756.88564962227,2181.286
200.2,77756.8,77763.38620018892,2180.604
200.387,77763.4,77769.98675922582,2179.922
200.574,77770.0,77776.58731826274,2179.24
200.762,77776.5,77783.08786882939,2178.556
200.949,77783.1,77789.6884278663,2177.879
201.139,77789.70000000001,77796.28898690322,2177.191
201.326,77796.3,77802.88954594012,2176.508
201.513,77802.8,77809.39009650679,2175.826
201.7,77809.40000000001,77817.24346987881,2175.143
201.887,77815.8,77822.39119764009,2174.478
202.083,77822.40000000001,77828.991756677,2173.791
202.277,77829.1,77835.69232418417,2173.1
202.466,77835.6,77842.19287475082,2172.419
202.656,77842.2,77848.79343378772,2171.733
202.844,77848.8,77855.39399282464,2171.05
203.031,77855.4,77861.99455186154,2170.368
203.218,77861.90000000001,77868.49510242822,2169.688
203.406,77868.5,77875.09566146512,2169.003
203.593,77875.0,77881.59621203177,2168.322
203.78,77881.6,77888.19677106869,2167.64
203.967,77888.2,77894.79733010559,2166.958
204.154,77894.7,77901.29788067224,2166.276
204.34,77901.3,77907.89843970916,2165.594
204.527,77907.9,77914.49899874606,2164.913
204.714,77914.4,77920.99954931272,2164.231
204.9,77921.0,77927.60010834964,2163.55
205.088,77927.5,77934.10065891629,2162.868
205.274,77934.1,77940.7012179532,2162.187
205.461,77940.7,77947.3017769901,2161.507
205.648,77947.2,77953.80232755675,2160.825
205.836,77953.8,77960.40288659367,2160.144
206.023,77960.29999999999,77966.90343716032,2159.462
206.21,77966.9,77973.50399619724,2158.782
206.398,77973.5,77980.10455523415,2158.099
206.584,77980.0,77986.6051058008,2157.417
206.771,77986.6,77993.20566483772,2156.737
206.958,77993.1,77999.70621540437,2156.06
207.147,77999.7,78006.30677444127,2155.375
207.334,78006.2,78012.80732500793,2154.694
207.521,78012.7,78019.30787557458,2154.017
207.711,78019.3,78025.9084346115,2153.331
207.897,78025.9,78032.5089936484,2152.651
208.084,78032.4,78039.00954421505,2151.97
208.271,78039.0,78045.61010325197,2151.289
208.457,78045.5,78052.11065381863,2150.611
208.645,78052.09999999999,78058.71121285553,2149.929
208.832,78058.6,78066.46859014312,2149.248
209.019,78065.09999999999,78071.71231398884,2148.576
209.211,78071.8,78078.41288149601,2147.885
209.398,78078.3,78084.91343206268,2147.205
209.584,78084.90000000001,78091.5139910996,2146.525
209.771,78091.3,78097.91453319597,2145.852
209.961,78098.0,78104.61510070314,2145.164
210.148,78104.5,78111.11565126979,2144.488
210.337,78111.0,78117.61620183646,2143.807
210.525,78117.6,78124.21676087337,2143.123
210.712,78124.1,78130.71731144002,2142.444
210.899,78130.7,78137.31787047692,2141.766
211.087,78137.2,78143.81842104357,2141.083
211.273,78143.8,78150.41898008049,2140.403
211.46,78150.3,78156.91953064715,2139.727
211.648,78156.9,78163.52008968405,2139.043
211.835,78163.4,78170.0206402507,2138.363
212.022,78170.0,78176.62119928762,2137.684
212.208,78176.5,78183.12174985427,2137.003
212.395,78183.0,78189.62230042093,2136.324
212.581,78189.59999999999,78196.22285945783,2135.647
212.769,78196.1,78202.7234100245,2134.969
212.958,78202.70000000001,78209.32396906141,2134.285
213.145,78209.2,78217.08377116962,2133.605
213.331,78215.7,78222.32507019471,2132.934
213.522,78222.29999999999,78228.92562923161,2132.246
213.708,78228.8,78235.42617979828,2131.57
213.897,78235.29999999999,78241.92673036492,2130.891
214.085,78241.9,78248.52728940184,2130.209
214.272,78248.40000000001,78255.0278399685,2129.529
214.458,78255.0,78261.6283990054,2128.851
214.646,78261.5,78268.12894957206,2128.171
214.832,78268.1,78274.72950860897,2127.492
215.019,78274.59999999999,78281.23005917562,2126.814
215.207,78281.1,78287.73060974228,2126.133
215.393,78287.7,78294.33116877919,2125.454
215.579,78294.2,78300.83171934585,2124.775
215.765,78300.7,78307.3322699125,2124.099
215.953,78307.3,78313.93282894942,2123.417
216.139,78313.8,78320.43337951606,2122.739
216.326,78320.3,78326.93393008273,2122.063
216.514,78326.9,78333.53448911963,2121.381
216.701,78333.4,78340.03503968628,2120.706
216.889,78339.9,78346.53559025294,2120.024
217.075,78346.5,78353.13614928984,2119.345
217.262,78353.0,78359.6366998565,2118.666
217.448,78359.5,78366.13725042315,2117.989
217.635,78366.09999999999,78372.73780946006,2117.31
217.821,78372.6,78379.23836002673,2116.633
218.008,78379.1,78385.73891059338,2115.954
218.195,78385.6,78392.23946116003,2115.275
218.382,78392.2,78398.84002019693,2114.596
218.568,78398.7,78405.3405707636,2113.918
218.755,78405.2,78411.84112133025,2113.24
218.941,78411.8,78418.44168036716,2112.562
219.127,78418.3,78424.94223093383,2111.884
219.314,78424.8,78431.44278150047,2111.207
219.501,78431.3,78437.94333206712,2110.528
219.687,78437.90000000001,78444.54389110404,2109.85
219.873,78444.4,78451.04444167069,2109.175
220.061,78450.9,78457.54499223734,2108.495
220.248,78457.4,78464.04554280399,2107.816
220.434,78464.0,78470.6461018409,2107.139
220.621,78470.5,78477.14665240757,2106.46
220.807,78477.0,78483.64720297421,2105.785
220.994,78483.5,78490.14775354088,2105.107
221.181,78490.0,78496.64830410753,2104.432
221.369,78496.6,78504.51274213256,2103.75
221.555,78503.0,78509.64940524084,2103.081
221.746,78509.6,78516.24996427775,2102.399
221.934,78516.09999999999,78522.75051484439,2101.721
222.122,78522.6,78529.25106541107,2101.044
222.31,78529.2,78535.85162444797,2100.364
222.497,78535.7,78542.35217501462,2099.686
222.683,78542.2,78548.85272558127,2099.01
222.87,78548.7,78555.35327614793,2098.332
223.056,78555.2,78561.85382671458,2097.655
223.243,78561.8,78568.4543857515,2096.977
223.429,78568.3,78574.95493631816,2096.3
223.615,78574.8,78581.4554868848,2095.623
223.801,78581.3,78587.95603745145,2094.948
223.989,78587.8,78594.45658801812,2094.269
224.175,78594.4,78601.05714705502,2093.592
224.361,78600.9,78607.55769762167,2092.916
224.547,78607.4,78614.05824818832,2092.239
224.733,78613.9,78620.55879875498,2091.562
224.919,78620.4,78627.05934932163,2090.885
225.105,78626.9,78633.55989988829,2090.209
225.291,78633.4,78640.06045045494,2089.532
225.477,78639.9,78646.56100102159,2088.855
225.663,78646.5,78653.1615600585,2088.179
225.849,78653.0,78659.66211062517,2087.503
226.036,78659.5,78666.16266119182,2086.827
226.222,78666.0,78672.66321175848,2086.15
226.408,78672.5,78679.16376232513,2085.476
226.596,78679.0,78685.66431289178,2084.797
226.782,78685.5,78692.16486345844,2084.121
226.968,78692.0,78698.66541402509,2083.445
227.154,78698.5,78705.16596459175,2082.769
227.34,78705.0,78711.6665151584,2082.093
227.526,78711.5,78718.16706572505,2081.422
227.715,78718.0,78724.66761629171,2080.744
227.903,78724.59999999999,78731.26817532862,2080.064
228.089,78731.1,78737.76872589528,2079.39
228.276,78737.59999999999,78744.26927646191,2078.713
228.462,78744.0,78751.93768095033,2078.043
228.651,78750.5,78757.17036912499,2077.373
228.844,78757.0,78763.67091969163,2076.698
229.037,78763.59999999999,78771.53965670145,2076.009
229.223,78770.0,78776.67202082495,2075.343
229.414,78776.59999999999,78783.27257986185,2074.658
229.6,78783.1,78789.77313042851,2073.985
229.787,78789.5,78796.1736725249,2073.317
229.978,78796.1,78802.77423156182,2072.631
230.164,78802.59999999999,78810.54358804297,2071.957
230.351,78809.0,78815.67532422487,2071.29
230.542,78815.59999999999,78822.27588326177,2070.61
230.73,78822.1,78828.77643382845,2069.931
230.917,78828.59999999999,78835.27698439508,2069.255
231.103,78835.1,78841.77753496174,2068.579
231.289,78841.6,78848.2780855284,2067.907
231.477,78848.1,78854.77863609506,2067.23
231.663,78854.6,78861.27918666172,2066.56
231.852,78861.1,78867.77973722837,2065.879
232.037,78867.6,78874.28028779502,2065.204
232.223,78874.1,78880.78083836168,2064.529
232.409,78880.6,78887.28138892833,2063.855
232.595,78887.09999999999,78893.78193949498,2063.18
232.781,78893.6,78900.28249006164,2062.504
232.967,78900.09999999999,78906.78304062827,2061.83
233.153,78906.6,78913.28359119495,2061.155
233.339,78913.09999999999,78919.78414176159,2060.481
233.525,78919.5,78926.184683858,2059.808
233.712,78926.0,78932.68523442464,2059.132
233.898,78932.5,78939.1857849913,2058.457
234.084,78939.0,78945.68633555796,2057.784
234.272,78945.5,78952.18688612462,2057.108
234.457,78952.0,78958.68743669127,2056.434
234.643,78958.5,78965.18798725792,2055.759
234.829,78965.0,78971.68853782458,2055.086
235.016,78971.5,78978.18908839123,2054.412
235.202,78978.0,78984.68963895788,2053.736
235.388,78984.5,78991.19018952454,2053.063
235.574,78990.9,78997.59073162093,2052.389
235.76,78997.40000000001,79004.0912821876,2051.716
235.947,79003.9,79010.59183275423,2051.041
236.133,79010.40000000001,79017.09238332091,2050.366
236.319,79016.9,79023.59293388754,2049.694
236.506,79023.40000000001,79030.09348445422,2049.019
236.692,79029.8,79036.49402655062,2048.349
236.88,79036.40000000001,79043.09458558752,2047.67
237.065,79042.8,79049.49512768391,2046.997
237.251,79049.3,79055.99567825058,2046.323
237.437,79055.8,79062.49622881722,2045.649
237.623,79062.3,79068.99677938387,2044.976
237.808,79068.8,79075.49732995054,2044.302
237.994,79075.3,79081.99788051718,2043.628
238.179,79081.8,79088.49843108385,2042.955
238.365,79088.2,79094.89897318023,2042.281
238.551,79094.7,79101.39952374689,2041.608
238.736,79101.2,79107.90007431354,2040.936
238.922,79107.7,79114.4006248802,2040.264
239.109,79114.09999999999,79120.80116697658,2039.593
239.297,79120.6,79127.30171754326,2038.915
239.483,79127.09999999999,79133.8022681099,2038.243
239.669,79133.6,79140.30281867657,2037.569
239.855,79140.09999999999,79146.8033692432,2036.895
240.04,79146.6,79153.30391980987,2036.222
240.226,79153.0,79159.70446190627,2035.55
240.412,79159.5,79166.20501247293,2034.876
240.597,79165.9,79172.60555456931,2034.208
240.785,79172.40000000001,79179.10610513599,2033.534
240.972,79178.9,79185.60665570262,2032.859
241.158,79185.40000000001,79192.1072062693,2032.185
241.344,79191.9,79198.60775683593,2031.513
241.53,79198.29999999999,79205.00829893233,2030.844
241.717,79204.8,79211.50884949899,2030.167
241.903,79211.3,79218.00940006565,2029.5
242.091,79217.8,79224.5099506323,2028.822
242.277,79224.3,79231.01050119895,2028.149
242.462,79230.7,79237.41104329535,2027.482
242.651,79237.2,79243.91159386201,2026.806
242.837,79243.7,79250.41214442866,2026.132
243.023,79250.2,79256.9126949953,2025.459
243.208,79256.6,79263.31323709172,2024.787
243.393,79263.09999999999,79269.81378765836,2024.119
243.581,79269.6,79276.31433822503,2023.443
243.767,79276.0,79282.71488032142,2022.771
243.952,79282.5,79289.21543088807,2022.1
244.138,79288.9,79295.61597298447,2021.429
244.325,79295.4,79302.11652355111,2020.762
244.515,79301.9,79308.61707411778,2020.082
244.7,79308.4,79315.11762468443,2019.41
244.886,79314.8,79321.51816678084,2018.741
245.073,79321.3,79328.01871734748,2018.068
245.259,79327.8,79334.51926791415,2017.395
245.445,79334.2,79340.91981001054,2016.723
245.63,79340.7,79347.42036057719,2016.052
245.816,79347.2,79353.92091114384,2015.379
246.001,79353.59999999999,79361.59913084247,2014.708
246.187,79360.0,79366.72199533664,2014.047
246.378,79366.6,79373.32255437356,2013.365
246.563,79373.0,79379.72309646996,2012.695
246.75,79379.5,79386.2236470366,2012.023
246.936,79386.0,79392.72419760327,2011.35
247.121,79392.4,79399.12473969966,2010.679
247.306,79398.90000000001,79405.62529026633,2010.008
247.492,79405.3,79412.02583236272,2009.34
247.68,79411.8,79418.52638292937,2008.665
247.865,79418.3,79425.02693349603,2007.994
248.05,79424.7,79431.42747559241,2007.326
248.237,79431.2,79437.92802615908,2006.654
248.424,79437.59999999999,79444.32856825547,2005.982
248.61,79444.1,79450.82911882213,2005.31
248.796,79450.59999999999,79457.32966938877,2004.639
248.982,79457.0,79463.73021148518,2003.967
249.167,79463.5,79470.23076205184,2003.299
249.353,79469.9,79476.63130414822,2002.625
249.539,79476.4,79483.13185471488,2001.955
249.724,79482.9,79489.63240528153,2001.284
249.909,79489.3,79496.03294737794,2000.614
250.095,79495.8,79502.53349794459,1999.943
250.28,79502.59999999999,79509.33407392201,1999.273
250.466,79509.40000000001,79516.13464989945,1998.601
250.651,79516.2,79522.93522587686,1997.931
250.836,79522.90000000001,79529.63579338403,1997.261
251.022,79529.7,79536.43636936144,1996.593
251.209,79536.5,79543.23694533888,1995.921
251.395,79543.3,79550.0375213163,1995.249
251.58,79550.09999999999,79556.83809729372,1994.582
251.766,79556.9,79563.63867327114,1993.909
251.952,79563.59999999999,79570.3392407783,1993.238
252.137,79570.4,79577.13981675573,1992.569
252.322,79577.20000000001,79583.94039273317,1991.898
252.507,79584.0,79590.74096871058,1991.228
252.693,79590.8,79597.541544688,1990.559
252.878,79597.5,79604.24211219516,1989.89
253.064,79604.3,79611.0426881726,1989.219
253.25,79611.1,79617.84326415003,1988.548
253.435,79617.9,79624.64384012744,1987.88
253.621,79624.7,79631.44441610486,1987.21
253.806,79631.5,79638.24499208228,1986.54
253.992,79638.2,79644.94555958945,1985.873
254.179,79645.0,79651.74613556688,1985.204
254.366,79651.70000000001,79658.44670307405,1984.536
254.554,79658.5,79665.24727905146,1983.868
254.744,79665.3,79672.0478550289,1983.192
254.929,79672.1,79678.84843100632,1982.526
255.117,79678.8,79685.54899851348,1981.858
255.305,79685.7,79692.44958296116,1981.183
255.49,79692.4,79699.15015046831,1980.513
255.675,79699.2,79705.95072644575,1979.845
255.86,79706.0,79712.75130242317,1979.177
256.046,79712.8,79719.5518784006,1978.507
256.232,79719.5,79726.25244590775,1977.838
256.418,79726.3,79733.05302188518,1977.169
256.604,79733.1,79739.85359786262,1976.498
256.789,79739.8,79746.55416536977,1975.83
256.974,79746.6,79753.3547413472,1975.161
257.159,79753.4,79760.1553173246,1974.492
257.344,79760.2,79766.95589330203,1973.823
257.529,79766.9,79773.6564608092,1973.154
257.715,79773.7,79780.45703678663,1972.487
257.9,79780.5,79787.25761276405,1971.817
258.086,79787.2,79793.95818027122,1971.148
258.27,79794.0,79800.75875624864,1970.48
258.456,79800.8,79807.55933222607,1969.811
258.64,79807.5,79814.25989973324,1969.142
258.825,79814.3,79821.06047571066,1968.473
259.01,79821.1,79827.86105168809,1967.805
259.195,79827.8,79834.56161919524,1967.137
259.38,79834.6,79841.36219517267,1966.468
259.565,79841.4,79848.16277115009,1965.8
259.75,79848.1,79854.86333865726,1965.132
259.935,79854.9,79861.66391463467,1964.465
260.12,79861.7,79868.4644906121,1963.795
260.305,79868.4,79875.16505811927,1963.131
260.492,79875.2,79881.96563409669,1962.459
260.677,79881.9,79888.66620160386,1961.793
260.863,79888.7,79895.46677758128,1961.126
261.05,79895.5,79902.26735355871,1960.456
261.235,79902.20000000001,79908.96792106588,1959.791
261.422,79909.0,79915.7684970433,1959.119
261.607,79915.7,79922.46906455046,1958.46
261.796,79922.5,79929.26964052788,1957.784
261.981,79929.3,79936.07021650531,1957.117
262.167,79936.0,79942.77078401248,1956.45
262.353,79942.8,79949.5713599899,1955.781
262.537,79949.5,79956.27192749707,1955.116
262.724,79956.3,79963.0725034745,1954.446
262.909,79963.0,79969.77307098165,1953.78
263.095,79969.8,79976.57364695908,1953.111
263.28,79976.5,79983.27421446625,1952.446
263.466,79983.3,79990.07479044367,1951.776
263.651,79990.09999999999,79996.87536642108,1951.109
263.835,79996.8,80003.57593392827,1950.442
264.021,80003.59999999999,80010.37650990568,1949.775
264.206,80010.29999999999,80017.07707741283,1949.108
264.391,80017.1,80023.87765339027,1948.441
264.576,80023.8,80030.57822089744,1947.773
264.761,80030.6,80037.37879687487,1947.109
264.947,80037.3,80044.07936438204,1946.439
265.132,80044.1,80050.87994035946,1945.773
265.317,80050.8,80057.58050786662,1945.105
265.502,80057.6,80064.38108384404,1944.438
265.687,80064.3,80071.08165135121,1943.771
265.871,80071.1,80077.88222732864,1943.105
266.056,80077.8,80084.5827948358,1942.439
266.241,80084.6,80091.38337081323,1941.772
266.426,80091.3,80099.3734936795,1941.106
266.611,80097.90000000001,80104.6844973573,1940.45
266.803,80104.8,80111.58508180498,1939.773
266.989,80111.6,80118.3856577824,1939.106
267.174,80118.3,80125.08622528957,1938.44
267.359,80125.09999999999,80131.88680126698,1937.772
267.544,80131.8,80138.58736877416,1937.107
267.729,80138.5,80145.28793628133,1936.441
267.914,80145.3,80152.08851225875,1935.773
268.099,80152.0,80158.7890797659,1935.109
268.284,80158.8,80165.58965574334,1934.443
268.47,80165.5,80172.2902232505,1933.779
268.657,80172.2,80178.99079075767,1933.115
268.845,80179.0,80185.7913667351,1932.443
269.03,80185.7,80192.49193424225,1931.784
269.218,80192.5,80199.29251021968,1931.113
269.404,80199.2,80205.99307772685,1930.445
269.589,80206.0,80212.79365370427,1929.779
